Project,ReflectiveTarget,Type
camelinaction2,org.apache.camel.core.xml.util.jsse.FilterParametersDefinition$JaxbAccessorF_include,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.FilterParametersDefinition$JaxbAccessorF_exclude,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractTrustManagersParametersFactoryBean$JaxbAccessorF_trustManager,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractTrustManagersParametersFactoryBean$JaxbAccessorF_provider,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractTrustManagersParametersFactoryBean$JaxbAccessorF_algorithm,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractSSLContextServerParametersFactoryBean$JaxbAccessorF_clientAuthentication,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractSecureRandomParametersFactoryBean$JaxbAccessorF_provider,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractSecureRandomParametersFactoryBean$JaxbAccessorF_algorithm,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractKeyStoreParametersFactoryBean$JaxbAccessorF_type,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractKeyStoreParametersFactoryBean$JaxbAccessorF_resource,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractKeyStoreParametersFactoryBean$JaxbAccessorF_provider,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractKeyStoreParametersFactoryBean$JaxbAccessorF_password,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractKeyManagersParametersFactoryBean$JaxbAccessorF_provider,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractKeyManagersParametersFactoryBean$JaxbAccessorF_keyPassword,Type 1
camelinaction2,org.apache.camel.core.xml.util.jsse.AbstractKeyManagersParametersFactoryBean$JaxbAccessorF_algorithm,Type 1
camelinaction2,org.apache.camel.core.xml.CamelPropertyPlaceholderLocationDefinition$JaxbAccessorF_resolver,Type 1
camelinaction2,org.apache.camel.core.xml.CamelPropertyPlaceholderLocationDefinition$JaxbAccessorF_path,Type 1
camelinaction2,org.apache.camel.core.xml.CamelPropertyPlaceholderLocationDefinition$JaxbAccessorF_optional,Type 1
camelinaction2,org.apache.camel.core.xml.AbstractCamelRedeliveryPolicyFactoryBean,Type 1
camelinaction2,org.apache.camel.core.xml.AbstractCamelEndpointFactoryBean,Type 1
camelinaction2,org.apache.camel.core.xml.AbstractCamelContextFactoryBean,Type 1
camelinaction2,org.apache.camel.converter.jaxp.XmlConverter,Type 1
camelinaction2,org.apache.camel.Converter,Type 1
camelinaction2,org.apache.camel.component.properties.PropertiesComponent,Type 1
camelinaction2,org.apache.camel.component.mock.MockComponent,Type 1
camelinaction2,org.apache.camel.component.jdbc.JdbcComponent,Type 1
camelinaction2,org.apache.camel.component.cxf.spring.SpringJAXRSServerFactoryBean,Type 1
camelinaction2,org.apache.camel.component.bean.XPathAnnotationExpressionFactory,Type 1
camelinaction2,org.apache.camel.component.bean.DefaultAnnotationExpressionFactory,Type 1
camelinaction2,org.apache.camel.component.bean.BeanComponent,Type 1
camelinaction2,org.apache.camel.Channel,Type 1
camelinaction2,org.apache.camel.CamelContext,Type 1
camelinaction2,org.apache.activemq.transport.vm.VMTransportFactory,Type 1
camelinaction2,org.apache.activemq.broker.jmx.MBeanInfo,Type 1
camelinaction2,org.apache.activemq.broker.DefaultBrokerFactory,Type 1
camelinaction2,com.fasterxml.jackson.jaxrs.json.JsonMapperConfigurator,Type 1
camelinaction2,com.fasterxml.jackson.jaxrs.json.JsonEndpointConfig,Type 1
camelinaction2,com.fasterxml.jackson.jaxrs.base.ProviderBase,Type 1
camelinaction2,com.fasterxml.jackson.core.Versioned,Type 1
camelinaction2,camelinaction.RiderEventNotifierTest,Type 1
camelinaction2,camelinaction.Order,Type 1
camelinaction2,camelinaction.JdbcTest,Type 1
camelinaction2,org.jvnet.staxex.XMLStreamReaderEx,Type 2
camelinaction2,com.sun.xml.bind.v2.runtime.unmarshaller.StAXExConnector,Type 2
camelinaction2,com.sun.xml.bind.v2.runtime.property.SingleReferenceNodeProperty,Type 2
camelinaction2,com.sun.xml.bind.v2.runtime.property.SingleElementNodeProperty,Type 2
camelinaction2,com.sun.xml.bind.v2.runtime.property.ArrayReferenceNodeProperty,Type 2
camelinaction2,com.sun.xml.bind.v2.runtime.property.ArrayElementNodeProperty,Type 2
camelinaction2,com.sun.xml.bind.v2.runtime.property.ArrayElementLeafProperty,Type 2
camelinaction2,com.sun.xml.bind.v2.runtime.Location,Type 2
camelinaction2,com.sun.xml.bind.v2.model.nav.ReflectionNavigator,Type 2
camelinaction2,com.sun.xml.bind.v2.model.annotation.Locatable,Type 2
camelinaction2,com.sun.xml.bind.v2.JAXBContextFactory,Type 2
camelinaction2,com.sun.xml.bind.marshaller.CharacterEscapeHandler,Type 2
camelinaction2,com.sun.security.sasl.gsskerb.JdkSASL,Type 2
camelinaction2,org.apache.camel.builder.xml.TimeUnitAdapter,Others
camelinaction2,org.restlet.ext.httpclient.HttpClientHelper,Type 3
camelinaction2,org.restlet.data.Parameter,Type 3
camelinaction2,org.restlet.data.Header,Type 3
camelinaction2,org.jboss.arquillian.testenricher.resource.client.ResourceEnricherExtension,Type 3
camelinaction2,org.jboss.arquillian.testenricher.initialcontext.client.InitialContextExtension,Type 3
camelinaction2,org.eclipse.jetty.http.Http1FieldPreEncoder,Type 3
camelinaction2,org.apache.log4j.PatternLayout,Type 3
camelinaction2,org.apache.log4j.ConsoleAppender,Type 3
camelinaction2,org.apache.derby.jdbc.EmbeddedDriver,Type 3
camelinaction2,org.apache.cxf.ws.policy.PolicyInterceptorProviderRegistryImpl,Type 3
camelinaction2,org.apache.cxf.ws.policy.PolicyEngineImpl,Type 3
camelinaction2,org.apache.cxf.ws.policy.PolicyDataEngineImpl,Type 3
camelinaction2,org.apache.cxf.ws.policy.PolicyBuilderImpl,Type 3
camelinaction2,org.apache.cxf.ws.policy.PolicyAnnotationListener,Type 3
camelinaction2,org.apache.cxf.ws.policy.attachment.wsdl11.Wsdl11AttachmentPolicyProvider,Type 3
camelinaction2,org.apache.cxf.ws.policy.attachment.ServiceModelPolicyProvider,Type 3
camelinaction2,org.apache.cxf.ws.policy.AssertionBuilderRegistryImpl,Type 3
camelinaction2,org.apache.cxf.transport.http_jetty.JettyHTTPServerEngineFactory,Type 3
camelinaction2,org.apache.cxf.transport.http_jetty.JettyDestinationFactory,Type 3
camelinaction2,org.apache.cxf.transport.http_jetty.continuations.JettyContinuationProviderFactory,Type 3
camelinaction2,org.apache.cxf.transport.http.HTTPTransportFactory,Type 3
camelinaction2,org.apache.cxf.service.factory.FactoryBeanListenerManager,Type 3
camelinaction2,org.apache.cxf.jaxws.context.WebServiceContextResourceResolver,Type 3
camelinaction2,org.apache.cxf.jaxrs.JAXRSBindingFactory,Type 3
camelinaction2,org.apache.cxf.jaxrs.impl.RuntimeDelegateImpl,Type 3
camelinaction2,org.apache.cxf.ext.logging.OldLoggingFactoryBeanListener,Type 3
camelinaction2,org.apache.cxf.ext.logging.LoggingFactoryBeanListener,Type 3
camelinaction2,org.apache.cxf.ext.logging.LoggingBusLifecycleListener,Type 3
camelinaction2,org.apache.cxf.bus.spring.SpringBusFactory,Type 3
camelinaction2,org.apache.cxf.bus.managers.ServerRegistryImpl,Type 3
camelinaction2,org.apache.cxf.bus.managers.ServerLifeCycleManagerImpl,Type 3
camelinaction2,org.apache.cxf.bus.managers.PhaseManagerImpl,Type 3
camelinaction2,org.apache.cxf.bus.managers.CXFBusLifeCycleManager,Type 3
camelinaction2,org.apache.cxf.binding.soap.SoapTransportFactory,Type 3
camelinaction2,org.apache.camel.spring.handler.CamelNamespaceHandler,Type 3
camelinaction2,org.apache.camel.spring.ErrorHandlerDefinition,Type 3
camelinaction2,org.apache.camel.spring.CamelThreadPoolFactoryBean,Type 3
camelinaction2,org.apache.camel.spring.CamelRedeliveryPolicyFactoryBean,Type 3
camelinaction2,org.apache.camel.spring.CamelProducerTemplateFactoryBean,Type 3
camelinaction2,org.apache.camel.spring.CamelFluentProducerTemplateFactoryBean,Type 3
camelinaction2,org.apache.camel.spring.CamelEndpointFactoryBean,Type 3
camelinaction2,org.apache.camel.spring.CamelContextFactoryBean,Type 3
camelinaction2,org.apache.camel.spring.CamelConsumerTemplateFactoryBean,Type 3
camelinaction2,org.apache.camel.spring.CamelBeanPostProcessor,Type 3
camelinaction2,org.apache.camel.spi.IdempotentRepository,Type 3
camelinaction2,org.apache.camel.Processor,Type 3
camelinaction2,org.apache.camel.model.WhenDefinition,Type 3
camelinaction2,org.apache.camel.model.validator.ValidatorDefinition,Type 3
camelinaction2,org.apache.camel.model.transformer.TransformerDefinition,Type 3
camelinaction2,org.apache.camel.model.ToDynamicDefinition,Type 3
camelinaction2,org.apache.camel.model.ToDefinition,Type 3
camelinaction2,org.apache.camel.model.ThreadPoolProfileDefinition,Type 3
camelinaction2,org.apache.camel.model.SetHeaderDefinition,Type 3
camelinaction2,org.apache.camel.model.SagaOptionDefinition,Type 3
camelinaction2,org.apache.camel.model.RouteDefinition,Type 3
camelinaction2,org.apache.camel.model.RouteContextRefDefinition,Type 3
camelinaction2,org.apache.camel.model.RouteBuilderDefinition,Type 3
camelinaction2,org.apache.camel.model.RestContextRefDefinition,Type 3
camelinaction2,org.apache.camel.model.rest.VerbDefinition,Type 3
camelinaction2,org.apache.camel.model.rest.SecurityDefinition,Type 3
camelinaction2,org.apache.camel.model.rest.RestSecurityOAuth2,Type 3
camelinaction2,org.apache.camel.model.rest.RestSecurityDefinition,Type 3
camelinaction2,org.apache.camel.model.rest.RestSecurityBasicAuth,Type 3
camelinaction2,org.apache.camel.model.rest.RestSecurityApiKey,Type 3
camelinaction2,org.apache.camel.model.rest.RestPropertyDefinition,Type 3
camelinaction2,org.apache.camel.model.rest.RestOperationResponseMsgDefinition,Type 3
camelinaction2,org.apache.camel.model.rest.RestOperationResponseHeaderDefinition,Type 3
camelinaction2,org.apache.camel.model.rest.RestOperationParamDefinition,Type 3
camelinaction2,org.apache.camel.model.rest.RestDefinition,Type 3
camelinaction2,org.apache.camel.model.PropertyDefinition,Type 3
camelinaction2,org.apache.camel.model.ProcessorDefinition,Type 3
camelinaction2,org.apache.camel.model.PackageScanDefinition,Type 3
camelinaction2,org.apache.camel.model.OutputTypeDefinition,Type 3
camelinaction2,org.apache.camel.model.OptionalIdentifiedDefinition,Type 3
camelinaction2,org.apache.camel.model.OnExceptionDefinition,Type 3
camelinaction2,org.apache.camel.model.OnCompletionDefinition,Type 3
camelinaction2,org.apache.camel.model.loadbalancer.WeightedLoadBalancerDefinition,Type 3
camelinaction2,org.apache.camel.model.loadbalancer.TopicLoadBalancerDefinition,Type 3
camelinaction2,org.apache.camel.model.loadbalancer.StickyLoadBalancerDefinition,Type 3
camelinaction2,org.apache.camel.model.loadbalancer.RoundRobinLoadBalancerDefinition,Type 3
camelinaction2,org.apache.camel.model.loadbalancer.RandomLoadBalancerDefinition,Type 3
camelinaction2,org.apache.camel.model.loadbalancer.FailoverLoadBalancerDefinition,Type 3
camelinaction2,org.apache.camel.model.loadbalancer.CustomLoadBalancerDefinition,Type 3
camelinaction2,org.apache.camel.model.loadbalancer.CircuitBreakerLoadBalancerDefinition,Type 3
camelinaction2,org.apache.camel.model.language.ExpressionDefinition,Type 3
camelinaction2,org.apache.camel.model.InterceptSendToEndpointDefinition,Type 3
camelinaction2,org.apache.camel.model.InterceptFromDefinition,Type 3
camelinaction2,org.apache.camel.model.InterceptDefinition,Type 3
camelinaction2,org.apache.camel.model.InputTypeDefinition,Type 3
camelinaction2,org.apache.camel.model.HystrixConfigurationDefinition,Type 3
camelinaction2,org.apache.camel.model.GlobalOptionDefinition,Type 3
camelinaction2,org.apache.camel.model.FromDefinition,Type 3
camelinaction2,org.apache.camel.model.DataFormatDefinition,Type 3
camelinaction2,org.apache.camel.model.dataformat.ZipFileDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.ZipDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.YAMLTypeFilterDefinition,Type 3
camelinaction2,org.apache.camel.model.dataformat.YAMLDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$OmitFieldsAdapter,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$OmitFieldList,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$OmitFieldEntry,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$ImplicitCollectionsAdapter,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$ImplicitCollectionList,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$ImplicitCollectionEntry,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$ConvertersAdapter,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$ConverterList,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$ConverterEntry,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$AliasList,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$AliasEntry,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat$AliasAdapter,Type 3
camelinaction2,org.apache.camel.model.dataformat.XStreamDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.XMLSecurityDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.XmlRpcDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.XmlJsonDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.XMLBeansDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.UniVocityTsvDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.UniVocityHeader,Type 3
camelinaction2,org.apache.camel.model.dataformat.UniVocityFixedWidthDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.UniVocityCsvDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.TidyMarkupDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.ThriftDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.TarFileDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.SyslogDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.StringDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.SoapJaxbDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.SerializationDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.RssDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.ProtobufDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.PGPDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.MimeMultipartDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.LZFDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.JsonDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.JibxDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.JaxbDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.JacksonXMLDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.IcalDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.HL7DataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.HessianDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.GzipDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.FlatpackDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.FhirXmlDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.FhirJsonDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.CustomDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.CsvDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.CryptoDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.CastorDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.BoonDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.BindyDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.BeanioDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.Base64DataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.BarcodeDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.AvroDataFormat,Type 3
camelinaction2,org.apache.camel.model.dataformat.ASN1DataFormat,Type 3
camelinaction2,org.apache.camel.model.ContextScanDefinition,Type 3
camelinaction2,org.apache.camel.model.config.StreamResequencerConfig,Type 3
camelinaction2,org.apache.camel.model.config.BatchResequencerConfig,Type 3
camelinaction2,org.apache.camel.model.cloud.ZooKeeperServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.StaticServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.ServiceCallServiceFilterConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.ServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.ServiceCallExpressionConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.ServiceCallConfigurationDefinition,Type 3
camelinaction2,org.apache.camel.model.cloud.RibbonServiceCallServiceLoadBalancerConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.PassThroughServiceCallServiceFilterConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.KubernetesServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.HealthyServiceCallServiceFilterConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.EtcdServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.DnsServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.DefaultServiceCallServiceLoadBalancerConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.CustomServiceCallServiceFilterConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.ConsulServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.CombinedServiceCallServiceFilterConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.CombinedServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.ChainedServiceCallServiceFilterConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.CachingServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.BlacklistServiceCallServiceFilterConfiguration,Type 3
camelinaction2,org.apache.camel.model.cloud.AggregatingServiceCallServiceDiscoveryConfiguration,Type 3
camelinaction2,org.apache.camel.model.ClaimCheckOperation,Type 3
camelinaction2,org.apache.camel.model.BeanDefinition,Type 3
camelinaction2,org.apache.camel.LoggingLevel,Type 3
camelinaction2,org.apache.camel.ExchangePattern,Type 3
camelinaction2,org.apache.camel.Exchange,Type 3
camelinaction2,org.apache.camel.core.xml.CamelStreamCachingStrategyDefinition,Type 3
camelinaction2,org.apache.camel.core.xml.CamelServiceExporterDefinition,Type 3
camelinaction2,org.apache.camel.core.xml.CamelProxyFactoryDefinition,Type 3
camelinaction2,org.apache.camel.core.xml.CamelPropertyPlaceholderLocationDefinition,Type 3
camelinaction2,org.apache.camel.core.xml.CamelPropertyPlaceholderFunctionDefinition,Type 3
camelinaction2,org.apache.camel.core.xml.CamelPropertyPlaceholderDefinition,Type 3
camelinaction2,org.apache.camel.core.xml.CamelJMXAgentDefinition,Type 3
camelinaction2,org.apache.camel.core.xml.AbstractCamelFactoryBean,Type 3
camelinaction2,org.apache.camel.converter.jaxb.FallbackTypeConverter,Type 3
camelinaction2,org.apache.camel.component.restlet.RestletComponent,Type 3
camelinaction2,org.apache.camel.component.direct.DirectComponent,Type 3
camelinaction2,org.apache.camel.component.cxf.transport.CamelTransportFactory,Type 3
camelinaction2,org.apache.camel.component.cxf.spring.NamespaceHandler,Type 3
camelinaction2,org.apache.camel.component.cxf.jaxrs.CxfRsComponent,Type 3
camelinaction2,com.fasterxml.jackson.jaxrs.json.JacksonJsonProvider,Type 3
camelinaction2,com.fasterxml.jackson.databind.ObjectMapper,Type 3
camelinaction2,com.ctc.wstx.stax.WstxOutputFactory,Type 3
camelinaction2,com.ctc.wstx.stax.WstxInputFactory,Type 3
camelinaction2,camelinaction.RestOrderService,Type 3
camelinaction2,camelinaction.DummyOrderService,Type 3
camelinaction2,org.springframework.lang.Nullable,Type 4
camelinaction2,org.jboss.arquillian.test.spi.annotation.TestScoped,Type 4
camelinaction2,org.jboss.arquillian.test.spi.annotation.ClassScoped,Type 4
camelinaction2,org.jboss.arquillian.core.api.annotation.Scope,Type 4
camelinaction2,org.jboss.arquillian.core.api.annotation.Observes,Type 4
camelinaction2,org.jboss.arquillian.core.api.annotation.Inject,Type 4
camelinaction2,org.jboss.arquillian.core.api.annotation.ApplicationScoped,Type 4
camelinaction2,org.jboss.arquillian.container.test.impl.client.deployment.AnnotationDeploymentScenarioGenerator,Type 4
camelinaction2,org.jboss.arquillian.container.test.api.RunAsClient,Type 4
camelinaction2,org.jboss.arquillian.container.test.api.Deployment,Type 4
camelinaction2,org.jboss.arquillian.container.spi.context.annotation.DeploymentScoped,Type 4
camelinaction2,org.jboss.arquillian.container.spi.context.annotation.ContainerScoped,Type 4
camelinaction2,org.apache.camel.spi.Metadata,Type 4
camelinaction2,org.apache.camel.language.XPath,Type 4
camelinaction2,camelinaction.SpringRestBeanOrderServiceTest,Type 4
camelinaction2,camelinaction.SpringRestBeanOrderServiceJSonTest,Type 4
camelinaction2,camelinaction.RestOrderServiceTest,Type 4
camelinaction2,camelinaction.QuoteArquillianTest,Type 4
cdi-unit,org.jglue.cdiunit.internal.producerconfig.ProducerConfigExtension,Type 1
cdi-unit,org.jboss.weld.metadata.BeansXmlImpl,Type 1
cdi-unit,org.jboss.weld.logging.VersionLogger_$logger,Type 1
cdi-unit,org.jboss.weld.logging.ValidatorLogger_$logger,Type 1
cdi-unit,org.jboss.weld.logging.ReflectionLogger_$logger,Type 1
cdi-unit,org.jboss.weld.logging.EventLogger_$logger,Type 1
cdi-unit,org.jboss.weld.logging.ContextLogger_$logger,Type 1
cdi-unit,org.jboss.weld.logging.ConfigurationLogger_$logger,Type 1
cdi-unit,org.jboss.weld.logging.BootstrapLogger_$logger,Type 1
cdi-unit,org.jboss.weld.logging.BeanManagerLogger_$logger,Type 1
cdi-unit,org.jboss.weld.logging.BeanLogger_$logger,Type 1
cdi-unit,org.jboss.weld.inject.WeldInstance,Type 1
cdi-unit,org.jboss.weld.event.FastEvent,Type 1
cdi-unit,org.jboss.weld.environment.se.logging.WeldSELogger_$logger,Type 1
cdi-unit,org.jboss.weld.environment.se.contexts.activators.ActivateThreadScope,Type 1
cdi-unit,org.jboss.weld.environment.se.bindings.Parameters,Type 1
cdi-unit,org.jboss.weld.context.unbound.Unbound,Type 1
cdi-unit,org.jboss.weld.context.SessionContext,Type 1
cdi-unit,org.jboss.weld.context.RequestContext,Type 1
cdi-unit,org.jboss.weld.context.ConversationContext,Type 1
cdi-unit,org.jboss.weld.context.BoundContext,Type 1
cdi-unit,org.jboss.weld.context.bound.BoundRequest,Type 1
cdi-unit,org.jboss.weld.context.bound.Bound,Type 1
cdi-unit,org.jboss.weld.context.activator.ActivateRequestContext,Type 1
cdi-unit,org.jboss.weld.bootstrap.api.helpers.RegistrySingletonProvider,Type 1
cdi-unit,org.jboss.weld.bean.proxy.UnsafeProxyInstantiator,Type 1
cdi-unit,ch.qos.logback.classic.Logger,Type 1
cdi-unit,org.jglue.cdiunit.internal.naming.CdiUnitContextFactory,Type 2
cdi-unit,org.jboss.weld.bean.AbstractSyntheticBean,Type 2
cdi-unit,org.jglue.cdiunit.AImplementation1,Others
cdi-unit,org.jglue.cdiunit.internal.testscope.TestScopeDiscoveryExtension,Type 3
cdi-unit,org.jglue.cdiunit.internal.servlet.ServletDiscoveryExtension,Type 3
cdi-unit,org.jglue.cdiunit.internal.producerconfig.ProducerConfigDiscoveryExtension,Type 3
cdi-unit,org.jglue.cdiunit.internal.mockito.MockitoDiscoveryExtension,Type 3
cdi-unit,org.jglue.cdiunit.internal.jsf.ViewScopeDiscoveryExtension,Type 3
cdi-unit,org.jglue.cdiunit.internal.IgnoredClassesDiscoveryExtension,Type 3
cdi-unit,org.jglue.cdiunit.internal.easymock.EasyMockDiscoveryExtension,Type 3
cdi-unit,org.jglue.cdiunit.internal.deltaspike.DeltaspikeProxyDiscoveryExtension,Type 3
cdi-unit,org.jglue.cdiunit.internal.CdiUnitDiscoveryExtension,Type 3
cdi-unit,org.jglue.cdiunit.internal.CdiDiscoveryExtension,Type 3
cdi-unit,org.jboss.weld.module.web.WeldWebModule,Type 3
cdi-unit,org.jglue.cdiunit.TestCdiRunner,Type 4
cdi-unit,org.jglue.cdiunit.CdiRunner,Type 4
cdi-unit,org.jglue.cdiunit.AdditionalClasses,Type 4
chart,org.jfree.chart.resources.JFreeChartResources,Others
chart,org.jfree.resources.JCommonResources,Others
chart,dacapo.chart.ChartHarness,Type 1
chart,org.jfree.base.BaseBoot,Type 1
chart,org.jfree.base.config.PropertyFileConfiguration,Type 1
chart,org.jfree.base.log.DefaultLogModule,Type 1
chart,org.jfree.chart.event.AxisChangeListener,Type 1
chart,org.jfree.chart.event.PlotChangeListener,Type 1
chart,org.jfree.chart.event.RendererChangeListener,Type 1
chart,org.jfree.chart.event.TitleChangeListener,Type 1
chart,org.jfree.data.general.DatasetChangeListener,Type 1
chart,org.jfree.data.general.SeriesChangeListener,Type 1
chart,org.jfree.text.TextBlock,Type 1
chart,org.jfree.text.TextFragment,Type 1
chart,org.jfree.text.TextLine,Type 1
chart,org.jfree.text.TextUtilities,Type 1
chart,org.jfree.util.PrintStreamLogTarget,Type 1
CodeDesign,org.springframework.core.$Proxy11,Type 1
CodeDesign,org.apache.commons.logging.LogFactory,Type 1
CodeDesign,org.apache.commons.logging.impl.WeakHashtable,Type 2
CodeDesign,cn.bugstack.design.IUserDao,Type 2
CodeDesign,cn.bugstack.design.agent.MapperFactoryBean,Others
CodeDesign,org.apache.commons.logging.impl.SLF4JLogFactory,Type 3
CodeDesign,cn.bugstack.design.agent.RegisterBeanFactory,Type 3
CodeDesign,cn.bugstack.design.test.ApiTest,Type 4
CodeDesign,cn.bugstack.design.agent.Select,Type 4
default-immutables,com.mercateo.immutables.TestExamples,Type 4
eclipse,org.eclipse.osgi.service.urlconversion.URLConverter,Type 2
eclipse,org.eclipse.osgi.framework.internal.core.Framework,Type 2
eclipse,org.eclipse.osgi.framework.internal.core.Msg,Type 2
eclipse,org.eclipse.core.runtime.internal.adaptor.ContextFinder,Type 2
eclipse,org.eclipse.osgi.framework.adaptor.core.AbstractFrameworkAdaptor,Type 2
eclipse,org.eclipse.osgi.framework.console.CommandProvider,Type 2
eclipse,org.eclipse.osgi.framework.log.FrameworkLog,Type 2
eclipse,org.eclipse.osgi.service.datalocation.Location,Type 2
eclipse,org.eclipse.osgi.service.debug.DebugOptions,Type 2
eclipse,org.eclipse.osgi.service.environment.EnvironmentInfo,Type 2
eclipse,org.eclipse.osgi.service.localization.BundleLocalization,Type 2
eclipse,org.eclipse.osgi.service.pluginconversion.PluginConverter,Type 2
eclipse,org.eclipse.osgi.service.resolver.PlatformAdmin,Type 2
eclipse,org.eclipse.osgi.service.runnable.ParameterizedRunnable,Type 2
eclipse,org.osgi.service.packageadmin.PackageAdmin,Type 2
eclipse,org.osgi.service.startlevel.StartLevel,Type 2
