Project,ReflectiveTarget,Type
opentracing-toolbox,org.zalando.opentracing.proxy.autoconfigure.OpenTracingProxyAutoConfiguration,Type 3
opentracing-toolbox,org.zalando.opentracing.proxy.autoconfigure.NoTracerTest,Type 3
opentracing-toolbox,org.zalando.opentracing.proxy.autoconfigure.MultipleTracerTest,Type 3
opentracing-toolbox,org.zalando.opentracing.proxy.autoconfigure.DefaultConfigurationTest,Type 3
opentracing-toolbox,org.zalando.opentracing.proxy.autoconfigure.CustomConfigurationTest,Type 3
opentracing-toolbox,org.zalando.opentracing.jdbc.autoconfigure.ProxyTest,Type 3
opentracing-toolbox,org.zalando.opentracing.jdbc.autoconfigure.OpenTracingJdbcAutoConfiguration$DataSourceTracerConfiguration,Type 3
opentracing-toolbox,org.zalando.opentracing.jdbc.autoconfigure.OpenTracingJdbcAutoConfiguration,Type 3
opentracing-toolbox,org.zalando.opentracing.jdbc.autoconfigure.LazyInitializationTest,Type 3
opentracing-toolbox,org.zalando.opentracing.jdbc.autoconfigure.DisabledTest,Type 3
opentracing-toolbox,org.zalando.opentracing.jdbc.autoconfigure.DefaultConfigurationTest,Type 3
opentracing-toolbox,org.zalando.opentracing.jdbc.autoconfigure.CustomDataSourceTracerTest,Type 3
opentracing-toolbox,org.zalando.opentracing.jdbc.autoconfigure.CustomConfigurationTest,Type 3
opentracing-toolbox,org.zalando.opentracing.flowid.autoconfigure.OpenTracingFlowIdAutoConfiguration$OpenTracingFlowIdWebMvcAutoConfiguration,Type 3
opentracing-toolbox,org.zalando.opentracing.flowid.autoconfigure.OpenTracingFlowIdAutoConfiguration$OpenTracingFlowIdHttpClientAutoConfiguration,Type 3
opentracing-toolbox,org.zalando.opentracing.flowid.autoconfigure.OpenTracingFlowIdAutoConfiguration,Type 3
opentracing-toolbox,org.zalando.opentracing.flowid.autoconfigure.DefaultConfigurationTest,Type 3
opentracing-toolbox,org.zalando.opentracing.flowid.autoconfigure.CustomConfigurationTest,Type 3
opentracing-toolbox,org.springframework.web.reactive.config.WebFluxConfigurer,Type 3
opentracing-toolbox,org.springframework.web.reactive.config.WebFluxConfigurationSupport,Type 3
opentracing-toolbox,org.springframework.http.codec.support.DefaultServerCodecConfigurer,Type 3
opentracing-toolbox,org.springframework.http.codec.support.DefaultClientCodecConfigurer,Type 3
opentracing-toolbox,org.springframework.http.codec.ServerCodecConfigurer,Type 3
opentracing-toolbox,org.springframework.http.codec.ClientCodecConfigurer,Type 3
opentracing-toolbox,org.springframework.boot.web.reactive.server.ConfigurableReactiveWebServerFactory,Type 3
opentracing-toolbox,org.springframework.boot.logging.log4j2.SpringBootConfigurationFactory,Type 3
opentracing-toolbox,org.springframework.boot.context.properties.bind.Name,Type 3
opentracing-toolbox,org.springframework.boot.context.config.ConfigDataProperties$Activate,Type 3
opentracing-toolbox,org.springframework.boot.context.config.ConfigDataLocation,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.WebSessionIdResolverAutoConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.WebFluxRegistrations,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.WebFluxProperties,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration$WelcomePageConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration$WebFluxConfig,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration$EnableWebFluxConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.ResourceHandlerRegistrationCustomizer,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryConfiguration$EmbeddedUndertow,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryConfiguration$EmbeddedTomcat,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryConfiguration$EmbeddedNetty,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryConfiguration$EmbeddedJetty,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryAutoConfiguration$BeanPostProcessorsRegistrar,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryAutoConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.ReactiveMultipartProperties,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.ReactiveMultipartAutoConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.HttpHandlerAutoConfiguration$AnnotationConfig,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.HttpHandlerAutoConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.function.client.WebClientCodecCustomizer,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.function.client.WebClientAutoConfiguration$WebClientCodecsConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.function.client.WebClientAutoConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.function.client.ClientHttpConnectorConfiguration$ReactorNetty,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.function.client.ClientHttpConnectorConfiguration$JettyClient,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.function.client.ClientHttpConnectorConfiguration$HttpClient5,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.function.client.ClientHttpConnectorAutoConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.reactive.error.ErrorWebFluxAutoConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$NettyWebServerFactoryCustomizerConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$JacksonCodecConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$DefaultCodecsConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration,Type 3
opentracing-toolbox,org.springframework.boot.autoconfigure.codec.CodecProperties,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.lookup.SystemPropertiesLookup,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.lookup.EnvironmentLookup,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.xml.XmlConfigurationFactory,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.properties.PropertiesConfigurationFactory,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.visitors.PluginValueVisitor,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.visitors.PluginElementVisitor,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.visitors.PluginConfigurationVisitor,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.visitors.PluginBuilderAttributeVisitor,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.visitors.PluginAttributeVisitor,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.validation.validators.RequiredValidator,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.validation.ConstraintValidator,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.validation.constraints.Required,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.validation.Constraint,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.PluginVisitorStrategy,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.PluginValue,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.PluginFactory,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.PluginElement,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.PluginConfiguration,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.PluginBuilderFactory,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.PluginBuilderAttribute,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.PluginAttribute,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.PluginAliases,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.Plugin,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.plugins.convert.TypeConverter,Type 3
opentracing-toolbox,org.apache.logging.log4j.core.config.Order,Type 3
opentracing-toolbox,io.opentracing.contrib.spring.web.starter.WebTracingProperties,Type 3
opentracing-toolbox,io.opentracing.contrib.spring.tracer.configuration.TracerRegisterAutoConfiguration,Type 3
opentracing-toolbox,io.opentracing.contrib.spring.tracer.configuration.TracerAutoConfiguration,Type 3
opentracing-toolbox,io.netty.channel.AddressedEnvelope,Type 3
opentracing-toolbox,org.springframework.web.reactive.function.client.WebClient,Type 3
opentracing-toolbox,org.springframework.web.bind.annotation.RestController,Type 4
opentracing-toolbox,org.springframework.web.bind.annotation.ResponseStatus,Type 4
opentracing-toolbox,org.springframework.web.bind.annotation.PathVariable,Type 4
opentracing-toolbox,org.springframework.web.bind.annotation.GetMapping,Type 4
order-service,org.springframework.data.domain.Example,Type 1
order-service,org.jmock.internal.ExpectationCapture,Type 1
order-service,org.jmock.internal.CaptureControl,Type 1
order-service,com.github.wenqiglantz.service.orderservice.persistence.repository.CustomerRepository,Type 1
pmd,dacapo.pmd.PmdHarness,Type 1
pmd,net.sourceforge.pmd.ast.ASTClassOrInterfaceBodyDeclaration,Type 1
pmd,net.sourceforge.pmd.ast.ASTClassOrInterfaceDeclaration,Type 1
pmd,net.sourceforge.pmd.ast.ASTFormalParameter,Type 1
pmd,net.sourceforge.pmd.ast.ASTIfStatement,Type 1
pmd,net.sourceforge.pmd.ast.ASTLocalVariableDeclaration,Type 1
pmd,net.sourceforge.pmd.ast.ASTMethodDeclaration,Type 1
pmd,net.sourceforge.pmd.ast.ASTMethodDeclarator,Type 1
pmd,net.sourceforge.pmd.ast.ASTPackageDeclaration,Type 1
pmd,net.sourceforge.pmd.ast.ASTPrimaryExpression,Type 1
pmd,net.sourceforge.pmd.ast.ASTPrimaryPrefix,Type 1
pmd,net.sourceforge.pmd.ast.ASTResultType,Type 1
pmd,net.sourceforge.pmd.ast.ASTReturnStatement,Type 1
pmd,net.sourceforge.pmd.ast.ASTStatement,Type 1
pmd,net.sourceforge.pmd.ast.ASTTypeDeclaration,Type 1
pmd,org.jaxen.saxpath.XPathReader,Type 1
pmd,org.jaxen.saxpath.base.XPathReader,Type 1
pmd,org.jaxen.saxpath.helpers.XPathReaderFactory,Type 1
pmd,net.sourceforge.pmd.rules.DoubleCheckedLocking,Type 1
pmd,net.sourceforge.pmd.rules.UnnecessaryConversionTemporary,Type 1
pmd,net.sourceforge.pmd.rules.UselessOverridingMethod,Type 1
pmd,net.sourceforge.pmd.rules.XPathRule,Type 1
spring_security_course,org.springframework.core.$Proxy68,Type 1
spring_security_course,org.springframework.core.$Proxy66,Type 1
spring_security_course,org.springframework.core.$Proxy59,Type 1
spring_security_course,org.springframework.core.$Proxy58,Type 1
spring_security_course,org.springframework.core.$Proxy18,Type 1
spring_security_course,org.springframework.core.$Proxy15,Type 1
spring_security_course,org.springframework.core.$Proxy106,Type 1
spring_security_course,org.springframework.core.$Proxy105,Type 1
spring_security_course,org.springframework.core.$Proxy104,Type 1
spring_security_course,org.springframework.boot.actuate.autoconfigure.web.server.$Proxy87,Type 1
spring_security_course,org.springframework.boot.actuate.autoconfigure.web.server.$Proxy86,Type 1
spring_security_course,org.springframework.boot.actuate.autoconfigure.web.server.$Proxy85,Type 1
spring_security_course,org.springframework.boot.actuate.autoconfigure.web.server.$Proxy84,Type 1
spring_security_course,org.springframework.boot.actuate.autoconfigure.web.server.$Proxy83,Type 1
spring_security_course,org.webjars.WebJarAssetLocator,Type 1
spring_security_course,org.thymeleaf.templateresolver.ITemplateResolver,Type 1
spring_security_course,org.thymeleaf.templatemode.TemplateMode,Type 1
spring_security_course,org.thymeleaf.spring5.SpringTemplateEngine,Type 1
spring_security_course,org.thymeleaf.spring5.ISpringTemplateEngine,Type 1
spring_security_course,org.thymeleaf.processor.IProcessor,Type 1
spring_security_course,org.thymeleaf.extras.springsecurity5.dialect.SpringSecurityDialect,Type 1
spring_security_course,org.thymeleaf.extras.java8time.dialect.Java8TimeDialect,Type 1
spring_security_course,org.thymeleaf.dialect.IDialect,Type 1
spring_security_course,org.springframework.web.servlet.resource.ResourceUrlProvider,Type 1
spring_security_course,org.springframework.web.servlet.resource.ResourceUrlEncodingFilter,Type 1
spring_security_course,org.springframework.web.servlet.config.annotation.CorsRegistry,Type 1
spring_security_course,org.springframework.web.filter.ForwardedHeaderFilter,Type 1
spring_security_course,org.springframework.web.bind.annotation.PostMapping,Type 1
spring_security_course,org.springframework.web.bind.annotation.ControllerAdvice,Type 1
spring_security_course,org.springframework.web.accept.ContentNegotiationManager,Type 1
spring_security_course,org.springframework.validation.Validator,Type 1
spring_security_course,org.springframework.validation.beanvalidation.OptionalValidatorFactoryBean,Type 1
spring_security_course,org.springframework.validation.annotation.Validated,Type 1
spring_security_course,org.springframework.transaction.interceptor.TransactionInterceptor,Type 1
spring_security_course,org.springframework.transaction.interceptor.TransactionAttributeSource,Type 1
spring_security_course,org.springframework.transaction.annotation.Transactional,Type 1
spring_security_course,org.springframework.stereotype.Repository,Type 1
spring_security_course,org.springframework.jdbc.datasource.lookup.AbstractRoutingDataSource,Type 1
spring_security_course,org.springframework.jdbc.datasource.DelegatingDataSource,Type 1
spring_security_course,org.springframework.jdbc.datasource.ConnectionProxy,Type 1
spring_security_course,org.springframework.http.server.ServerHttpRequest,Type 1
spring_security_course,org.springframework.format.support.FormattingConversionService,Type 1
spring_security_course,org.springframework.format.FormatterRegistry,Type 1
spring_security_course,org.springframework.context.annotation.Profile,Type 1
spring_security_course,org.springframework.context.annotation.Description,Type 1
spring_security_course,org.springframework.boot.jdbc.metadata.DataSourcePoolMetadataProvider,Type 1
spring_security_course,org.springframework.boot.devtools.restart.RestartScopeInitializer,Type 1
spring_security_course,org.springframework.boot.devtools.restart.RestartApplicationListener,Type 1
spring_security_course,org.springframework.boot.devtools.restart.OnInitializedRestarterCondition,Type 1
spring_security_course,org.springframework.boot.devtools.restart.ConditionalOnInitializedRestarter,Type 1
spring_security_course,org.springframework.boot.devtools.logger.DevToolsLogFactory$Listener,Type 1
spring_security_course,org.springframework.boot.context.event.ApplicationPreparedEvent,Type 1
spring_security_course,org.springframework.boot.autoconfigure.jdbc.DataSourceJmxConfiguration$Hikari,Type 1
spring_security_course,org.springframework.boot.autoconfigure.jdbc.DataSourceInitializationConfiguration$Registrar,Type 1
spring_security_course,org.springframework.boot.actuate.web.mappings.servlet.DispatcherServletHandlerMappings,Type 1
spring_security_course,org.springframework.boot.actuate.metrics.web.tomcat.TomcatMetricsBinder,Type 1
spring_security_course,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider,Type 1
spring_security_course,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsContributor,Type 1
spring_security_course,org.springframework.boot.actuate.metrics.web.servlet.WebMvcMetricsFilter,Type 1
spring_security_course,org.springframework.boot.actuate.metrics.web.servlet.DefaultWebMvcTagsProvider,Type 1
spring_security_course,org.springframework.boot.actuate.metrics.web.client.RestTemplateExchangeTagsProvider,Type 1
spring_security_course,org.springframework.boot.actuate.metrics.MetricsEndpoint,Type 1
spring_security_course,org.springframework.boot.actuate.endpoint.http.ApiVersion,Type 1
spring_security_course,org.springframework.beans.factory.support.GenericBeanDefinition,Type 1
spring_security_course,org.springframework.beans.factory.support.AbstractBeanDefinition,Type 1
spring_security_course,org.springframework.beans.factory.groovy.GroovyBeanDefinitionReader,Type 1
spring_security_course,org.springframework.aop.scope.ScopedObject,Type 1
spring_security_course,org.apache.catalina.Manager,Type 1
spring_security_course,nz.net.ultraq.thymeleaf.LayoutDialect,Type 1
spring_security_course,nz.net.ultraq.thymeleaf.decorators.strategies.AppendingStrategy,Type 1
spring_security_course,io.micrometer.core.lang.Nullable,Type 1
spring_security_course,io.micrometer.core.lang.NonNullFields,Type 1
spring_security_course,io.micrometer.core.lang.NonNullApi,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.WelcomeControllerTests,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.WelcomeController,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.RegistrationControllerTests,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.LoginTests,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.EventsControllerTests,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.EventsController,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.ErrorControllerTests,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.ErrorController,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.DefaultControllerTests,Type 1
spring_security_course,io.baselogic.springsecurity.web.controllers.DefaultController,Type 1
spring_security_course,io.baselogic.springsecurity.userdetails.EventUserDetailsServiceTests,Type 1
spring_security_course,io.baselogic.springsecurity.userdetails.EventUserDetailsService,Type 1
spring_security_course,io.baselogic.springsecurity.service.UserContextTests,Type 1
spring_security_course,io.baselogic.springsecurity.service.UserContextStub,Type 1
spring_security_course,io.baselogic.springsecurity.service.UserContext,Type 1
spring_security_course,io.baselogic.springsecurity.service.SpringSecurityUserContext,Type 1
spring_security_course,io.baselogic.springsecurity.service.EventService,Type 1
spring_security_course,io.baselogic.springsecurity.service.DefaultEventServiceTests,Type 1
spring_security_course,io.baselogic.springsecurity.service.DefaultEventService,Type 1
spring_security_course,io.baselogic.springsecurity.domain.Event,Type 1
spring_security_course,io.baselogic.springsecurity.domain.AppUser,Type 1
spring_security_course,io.baselogic.springsecurity.dao.UserDao,Type 1
spring_security_course,io.baselogic.springsecurity.dao.JdbcUserDaoTests,Type 1
spring_security_course,io.baselogic.springsecurity.dao.JdbcUserDao,Type 1
spring_security_course,io.baselogic.springsecurity.dao.JdbcEventDaoTests,Type 1
spring_security_course,io.baselogic.springsecurity.dao.JdbcEventDao,Type 1
spring_security_course,io.baselogic.springsecurity.dao.EventDao,Type 1
spring_security_course,io.baselogic.springsecurity.ApplicationTests,Type 1
spring_security_course,io.baselogic.springsecurity.Application,Type 1
spring_security_course,io.baselogic.springsecurity.annotations.WithMockUser1,Type 1
spring_security_course,io.baselogic.springsecurity.annotations.WithMockEventUserDetailsUser1,Type 1
spring_security_course,io.baselogic.springsecurity.annotations.WithMockEventUserDetailsAdmin1,Type 1
spring_security_course,io.baselogic.springsecurity.annotations.WithMockEventUserDetails,Type 1
spring_security_course,io.baselogic.springsecurity.annotations.WithMockAdmin1,Type 1
spring_security_course,groovy.lang.MetaClass,Type 1
spring_security_course,com.fasterxml.jackson.annotation.JsonIgnore,Type 1
spring_security_course,io.micrometer.core.instrument.simple.SimpleConfig,Type 2
spring_security_course,io.micrometer.core.instrument.config.MeterFilter,Type 2
spring_security_course,io.baselogic.springsecurity.web.configuration.WebMvcConfig,Type 2
spring_security_course,io.baselogic.springsecurity.configuration.JavaConfig,Type 2
spring_security_course,io.baselogic.springsecurity.configuration.DataSourceConfig,Type 2
spring_security_course,org.springframework.web.servlet.config.annotation.ViewResolverRegistry,Type 3
spring_security_course,org.springframework.web.servlet.config.annotation.ViewControllerRegistry,Type 3
spring_security_course,org.springframework.web.servlet.config.annotation.ResourceHandlerRegistry,Type 3
spring_security_course,org.springframework.web.servlet.config.annotation.PathMatchConfigurer,Type 3
spring_security_course,org.springframework.web.servlet.config.annotation.InterceptorRegistry,Type 3
spring_security_course,org.springframework.web.servlet.config.annotation.DefaultServletHandlerConfigurer,Type 3
spring_security_course,org.springframework.web.servlet.config.annotation.ContentNegotiationConfigurer,Type 3
spring_security_course,org.springframework.web.servlet.config.annotation.AsyncSupportConfigurer,Type 3
spring_security_course,org.springframework.security.config.annotation.web.WebSecurityConfigurer,Type 3
spring_security_course,org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor,Type 3
spring_security_course,org.springframework.boot.devtools.env.DevToolsHomePropertiesPostProcessor,Type 3
spring_security_course,org.springframework.boot.devtools.autoconfigure.OnEnabledDevToolsCondition,Type 3
spring_security_course,org.springframework.boot.devtools.autoconfigure.DevToolsDataSourceAutoConfiguration$DevToolsDataSourceCondition,Type 3
spring_security_course,org.springframework.boot.autoconfigure.web.ResourceProperties,Type 3
spring_security_course,org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties,Type 3
spring_security_course,org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebMvcConfiguration$ThymeleafViewResolverConfiguration,Type 3
spring_security_course,org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebMvcConfiguration,Type 3
spring_security_course,org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebLayoutConfiguration,Type 3
spring_security_course,org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafSecurityDialectConfiguration,Type 3
spring_security_course,org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafJava8TimeDialect,Type 3
spring_security_course,org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafDefaultConfiguration,Type 3
spring_security_course,org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration,Type 3
spring_security_course,org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.autoconfigure.security.servlet.WebSecurityEnablerConfiguration,Type 3
spring_security_course,org.springframework.boot.autoconfigure.jdbc.DataSourceSchemaCreatedEvent,Type 3
spring_security_course,org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker,Type 3
spring_security_course,org.springframework.boot.autoconfigure.jdbc.DataSourceInitializationConfiguration,Type 3
spring_security_course,org.springframework.boot.autoconfigure.h2.H2ConsoleProperties,Type 3
spring_security_course,org.springframework.boot.autoconfigure.h2.H2ConsoleAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.web.tomcat.TomcatMetricsAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.web.servlet.WebMvcMetricsAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.web.client.WebClientMetricsConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.web.client.RestTemplateMetricsConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.web.client.HttpClientMetricsAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.SystemMetricsAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.NoOpMeterRegistryConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.MetricsEndpointAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.MeterRegistryPostProcessor,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.MeterRegistryCustomizer,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.LogbackMetricsAutoConfiguration$LogbackLoggingCondition,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.LogbackMetricsAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.JvmMetricsAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.jdbc.DataSourcePoolMetricsAutoConfiguration$HikariDataSourceMetricsConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.jdbc.DataSourcePoolMetricsAutoConfiguration$DataSourcePoolMetadataMetricsConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.jdbc.DataSourcePoolMetricsAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.export.simple.SimpleProperties,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.export.simple.SimpleMetricsExportAutoConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.export.OnMetricsExportEnabledCondition,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.export.ConditionalOnEnabledMetricsExport,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.CompositeMeterRegistryConfiguration$MultipleNonPrimaryMeterRegistriesCondition,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.metrics.CompositeMeterRegistryConfiguration,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.jdbc.DataSourceHealthIndicatorProperties,Type 3
spring_security_course,org.springframework.boot.actuate.autoconfigure.jdbc.DataSourceHealthContributorAutoConfiguration,Type 3
spring_security_course,org.h2.server.web.WebServlet,Type 3
spring_security_course,io.baselogic.springsecurity.web.configuration.ThymeleafConfig,Type 3
spring_security_course,io.baselogic.springsecurity.configuration.SecurityConfig,Type 3
spring_security_course,io.micrometer.core.instrument.MeterRegistry,Type 3
spring_security_course,io.micrometer.core.instrument.composite.CompositeMeterRegistry,Type 3
spring_security_course,io.micrometer.core.instrument.Clock,Type 3
spring_security_course,io.micrometer.core.instrument.binder.tomcat.TomcatMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.system.UptimeMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.system.ProcessorMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.system.FileDescriptorMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.MeterBinder,Type 3
spring_security_course,io.micrometer.core.instrument.binder.logging.LogbackMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.logging.Log4j2Metrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.kafka.KafkaClientMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.jvm.JvmThreadMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.jvm.JvmMemoryMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.jvm.JvmGcMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.jvm.ClassLoaderMetrics,Type 3
spring_security_course,io.micrometer.core.instrument.binder.jetty.JettyServerThreadPoolMetrics,Type 3
spring_security_course,io.micrometer.core.annotation.Timed,Type 3
spring_security_course,ch.qos.logback.core.rolling.SizeAndTimeBasedRollingPolicy,Type 3
spring_security_course,ch.qos.logback.core.rolling.helper.DateTokenConverter,Type 3
spring_security_course,ch.qos.logback.core.pattern.color.CyanCompositeConverter,Type 3
spring_security_course,ch.qos.logback.classic.pattern.color.HighlightingCompositeConverter,Type 3
spring_security_course,io.baselogic.springsecurity.web.controllers.RegistrationController,Type 3
spring_security_course,groovy.lang.Closure,Type 3
spring_security_course,org.springframework.core.type.AnnotationMetadata,Type 4
spring-osgi,org.springframework.osgi.samples.simpleservice.impl.MyServiceTest,Type 1
spring-osgi,org.springframework.osgi.samples.simpleservice.impl.MyServiceIntegrationTest,Type 1
tcc-transaction,org.springframework.core.ResolvableType,Type 1
